X_h	M_min	N_ion	R_mfp
0.809	301.05	29.47	26.48
0.423	384.21	105.26	35.71
0.814	675.26	57.89	26.48
0.002	10.0	143.16	8.04
0.573	633.68	124.21	40.32
0.543	758.42	162.11	21.87
0.856	259.47	20.0	10.34
0.754	675.26	76.84	17.26
0.879	675.26	38.95	5.73
0.409	384.21	133.68	12.65
0.474	675.26	162.11	28.79
0.575	425.79	86.32	26.48
0.763	550.53	171.58	3.43
0.613	217.89	57.89	5.73
0.45	633.68	162.11	24.18
0.843	800.0	57.89	17.26
0.519	301.05	76.84	14.96
0.884	342.63	20.0	40.32
0.574	508.95	200.0	5.73
0.377	467.37	181.05	12.65
0.828	342.63	29.47	31.1
0.0	51.58	114.74	28.79
0.894	384.21	20.0	35.71
0.706	425.79	152.63	3.43
0.93	592.11	20.0	3.43
0.338	176.32	67.37	26.48
0.303	384.21	133.68	24.18
0.564	176.32	57.89	5.73
0.893	800.0	38.95	35.71
0.721	176.32	29.47	24.18
0.378	633.68	181.05	28.79
0.049	342.63	190.53	33.4
0.774	550.53	57.89	28.79
0.325	467.37	143.16	38.01
0.648	259.47	48.42	28.79
0.402	259.47	124.21	8.04
0.96	592.11	143.16	1.12
0.498	675.26	190.53	12.65
0.615	467.37	86.32	17.26
0.847	550.53	38.95	17.26
0.033	301.05	190.53	31.1
0.569	716.84	152.63	14.96
0.086	425.79	190.53	40.32
0.0	10.0	76.84	21.87
0.0	134.74	124.21	38.01
0.016	10.0	29.47	28.79
0.551	716.84	171.58	12.65
0.417	259.47	86.32	14.96
0.233	134.74	171.58	5.73
0.834	633.68	48.42	19.57
0.219	550.53	200.0	33.4
0.478	716.84	171.58	26.48
0.742	384.21	48.42	35.71
0.128	134.74	143.16	10.34
0.628	758.42	190.53	8.04
0.877	508.95	29.47	8.04
0.461	633.68	171.58	17.26
0.474	301.05	95.79	10.34
0.019	176.32	181.05	21.87
0.739	716.84	86.32	19.57
0.267	467.37	190.53	19.57
0.581	259.47	57.89	17.26
0.016	259.47	200.0	28.79
0.713	508.95	76.84	8.04
0.003	176.32	200.0	26.48
0.02	134.74	105.26	31.1
0.678	508.95	76.84	33.4
0.131	134.74	86.32	21.87
0.969	716.84	162.11	1.12
0.792	592.11	57.89	10.34
0.945	800.0	20.0	26.48
0.845	176.32	162.11	1.12
0.51	508.95	133.68	12.65
0.259	301.05	190.53	10.34
0.646	758.42	124.21	21.87
0.802	633.68	57.89	26.48
0.207	10.0	20.0	35.71
0.656	758.42	124.21	14.96
0.616	217.89	86.32	3.43
0.837	217.89	20.0	31.1
0.37	93.16	67.37	5.73
0.67	425.79	67.37	26.48
0.653	633.68	181.05	5.73
0.249	259.47	114.74	19.57
0.002	176.32	143.16	38.01
0.961	592.11	124.21	1.12
0.811	592.11	95.79	3.43
0.181	93.16	152.63	5.73
0.812	93.16	29.47	1.12
0.567	51.58	29.47	3.43
0.534	342.63	133.68	5.73
0.582	425.79	86.32	17.26
0.0	10.0	143.16	19.57
0.095	301.05	143.16	35.71
0.694	633.68	95.79	10.34
0.0	51.58	105.26	38.01
0.09	342.63	162.11	35.71
0.0	134.74	124.21	40.32
0.0	10.0	86.32	28.79
0.768	384.21	48.42	5.73
0.858	259.47	20.0	5.73
0.701	508.95	95.79	5.73
0.822	134.74	67.37	1.12
0.692	675.26	95.79	33.4
0.371	217.89	95.79	10.34
0.771	508.95	57.89	8.04
0.673	342.63	57.89	10.34
0.817	800.0	67.37	19.57
0.852	716.84	48.42	35.71
0.484	51.58	29.47	8.04
0.0	10.0	86.32	19.57
0.603	342.63	67.37	31.1
0.432	508.95	190.53	10.34
0.487	592.11	143.16	21.87
0.058	176.32	105.26	33.4
0.535	384.21	86.32	40.32
0.663	550.53	86.32	35.71
0.037	134.74	133.68	19.57
0.561	592.11	181.05	8.04
0.942	758.42	20.0	40.32
0.467	93.16	38.95	12.65
0.939	425.79	181.05	1.12
0.189	508.95	200.0	31.1
0.013	134.74	171.58	19.57
0.001	134.74	200.0	24.18
0.26	342.63	143.16	19.57
0.547	800.0	200.0	12.65
0.525	176.32	57.89	8.04
0.574	425.79	86.32	35.71
0.697	467.37	67.37	19.57
0.398	342.63	114.74	14.96
0.173	384.21	152.63	35.71
0.884	550.53	29.47	14.96
0.926	550.53	20.0	3.43
0.627	176.32	38.95	38.01
0.009	93.16	162.11	17.26
0.022	134.74	152.63	19.57
0.117	301.05	143.16	31.1
0.686	301.05	48.42	31.1
0.916	508.95	20.0	17.26
0.055	301.05	200.0	24.18
0.0	10.0	86.32	35.71
0.573	758.42	152.63	19.57
0.318	217.89	86.32	19.57
0.0	10.0	200.0	17.26
0.922	550.53	20.0	28.79
0.774	550.53	57.89	33.4
0.571	467.37	95.79	19.57
0.187	301.05	152.63	19.57
0.561	508.95	114.74	12.65
0.663	550.53	86.32	40.32
0.559	800.0	162.11	31.1
0.504	758.42	171.58	31.1
0.432	592.11	171.58	17.26
0.972	758.42	86.32	1.12
0.461	758.42	190.53	24.18
0.2	467.37	190.53	26.48
0.315	342.63	114.74	28.79
0.623	51.58	20.0	40.32
0.899	259.47	86.32	1.12
0.019	134.74	95.79	38.01
0.014	301.05	200.0	35.71
0.018	176.32	114.74	40.32
0.673	758.42	114.74	21.87
0.972	758.42	114.74	1.12
0.527	758.42	171.58	19.57
0.624	550.53	124.21	8.04
0.78	758.42	76.84	38.01
0.699	758.42	105.26	40.32
0.112	384.21	171.58	35.71
0.303	508.95	162.11	33.4
0.015	259.47	181.05	33.4
0.828	342.63	29.47	35.71
0.698	425.79	171.58	3.43
0.419	716.84	190.53	28.79
0.961	592.11	114.74	1.12
0.588	384.21	76.84	26.48
0.789	592.11	57.89	35.71
0.158	301.05	200.0	14.96
0.285	217.89	124.21	10.34
0.942	758.42	20.0	35.71
0.0	10.0	171.58	19.57
0.628	301.05	57.89	14.96
0.884	550.53	29.47	35.71
0.516	217.89	57.89	26.48
0.261	259.47	95.79	38.01
0.722	633.68	114.74	5.73
0.436	176.32	57.89	24.18
0.843	384.21	29.47	33.4
0.119	342.63	171.58	26.48
0.503	800.0	181.05	40.32
0.074	51.58	181.05	5.73
0.534	716.84	152.63	28.79
0.594	800.0	152.63	19.57
0.006	10.0	105.26	8.04
0.974	800.0	143.16	1.12
0.736	93.16	200.0	1.12
0.515	217.89	57.89	35.71
0.233	342.63	152.63	19.57
0.194	508.95	190.53	35.71
0.758	217.89	29.47	38.01
0.892	592.11	29.47	35.71
0.509	550.53	124.21	38.01
0.884	550.53	29.47	12.65
0.493	301.05	76.84	40.32
0.602	259.47	57.89	10.34
0.69	800.0	114.74	24.18
0.0	10.0	105.26	21.87
0.001	217.89	200.0	33.4
0.295	425.79	171.58	17.26
0.114	301.05	162.11	24.18
0.64	176.32	57.89	3.43
0.512	550.53	124.21	26.48
0.817	800.0	67.37	21.87
0.824	467.37	38.95	19.57
0.874	758.42	67.37	3.43
0.893	800.0	38.95	33.4
0.757	592.11	67.37	12.65
0.514	508.95	114.74	38.01
0.239	259.47	124.21	17.26
0.385	716.84	200.0	31.1
0.514	508.95	114.74	40.32
0.705	301.05	48.42	8.04
0.68	758.42	114.74	14.96
0.91	716.84	29.47	12.65
0.002	51.58	105.26	21.87
0.755	758.42	86.32	14.96
0.631	716.84	171.58	8.04
0.245	467.37	162.11	35.71
0.012	10.0	133.68	5.73
0.717	633.68	95.79	8.04
0.515	217.89	57.89	31.1
0.0	51.58	162.11	35.71
0.792	800.0	76.84	14.96
0.811	550.53	48.42	40.32
0.0	10.0	143.16	17.26
0.196	134.74	67.37	31.1
0.834	633.68	48.42	33.4
0.535	384.21	86.32	33.4
0.508	633.68	152.63	17.26
0.717	342.63	48.42	17.26
0.884	342.63	20.0	19.57
0.669	550.53	86.32	14.96
0.692	675.26	95.79	35.71
0.972	758.42	143.16	1.12
0.902	425.79	20.0	19.57
0.576	259.47	57.89	38.01
0.56	301.05	67.37	38.01
0.58	716.84	171.58	10.34
0.513	467.37	162.11	8.04
0.814	675.26	57.89	35.71
0.855	425.79	29.47	17.26
0.0	10.0	95.79	35.71
0.354	217.89	86.32	14.96
0.463	384.21	105.26	17.26
0.648	467.37	114.74	5.73
0.416	134.74	57.89	10.34
0.107	384.21	190.53	28.79
0.454	592.11	171.58	14.96
0.623	301.05	57.89	31.1
0.0	51.58	190.53	33.4
0.574	425.79	86.32	38.01
0.764	425.79	48.42	12.65
0.763	425.79	48.42	40.32
0.874	675.26	38.95	24.18
0.837	217.89	20.0	19.57
0.715	800.0	105.26	38.01
0.0	10.0	105.26	28.79
0.919	800.0	29.47	8.04
0.945	758.42	20.0	3.43
0.21	384.21	181.05	19.57
0.824	467.37	38.95	14.96
0.644	758.42	124.21	31.1
0.757	550.53	200.0	3.43
0.958	550.53	86.32	1.12
0.852	716.84	48.42	28.79
0.088	93.16	86.32	17.26
0.0	51.58	143.16	33.4
0.874	675.26	38.95	12.65
0.799	508.95	48.42	10.34
0.679	217.89	38.95	35.71
0.663	550.53	86.32	26.48
0.609	467.37	86.32	33.4
0.714	675.26	105.26	8.04
0.375	342.63	190.53	8.04
0.437	592.11	152.63	28.79
0.004	176.32	190.53	26.48
0.001	10.0	38.95	26.48
0.532	176.32	48.42	26.48
0.843	384.21	29.47	21.87
0.775	259.47	38.95	3.43
0.248	508.95	171.58	40.32
0.426	51.58	29.47	21.87
0.158	93.16	57.89	28.79
0.487	508.95	143.16	12.65
0.598	217.89	48.42	38.01
0.35	301.05	124.21	12.65
0.766	800.0	86.32	38.01
0.722	134.74	29.47	3.43
0.334	217.89	86.32	17.26
0.739	467.37	57.89	21.87
0.06	217.89	200.0	17.26
0.866	633.68	38.95	31.1
0.492	716.84	181.05	17.26
0.441	758.42	190.53	38.01
0.782	467.37	48.42	38.01
0.009	10.0	38.95	19.57
0.581	259.47	152.63	3.43
0.341	301.05	143.16	10.34
0.519	384.21	124.21	8.04
0.811	550.53	48.42	31.1
0.67	425.79	67.37	31.1
0.651	716.84	114.74	38.01
0.627	176.32	38.95	28.79
0.023	176.32	133.68	28.79
0.0	51.58	190.53	35.71
0.337	134.74	105.26	5.73
0.828	342.63	29.47	24.18
0.313	217.89	143.16	8.04
0.741	800.0	95.79	24.18
0.249	425.79	171.58	21.87
0.672	758.42	114.74	35.71
0.77	633.68	67.37	35.71
0.922	550.53	20.0	8.04
0.586	800.0	152.63	28.79
0.881	716.84	38.95	17.26
0.673	259.47	76.84	3.43
0.0	176.32	200.0	33.4
0.491	259.47	114.74	5.73
0.214	342.63	143.16	24.18
0.931	633.68	20.0	17.26
0.664	675.26	190.53	5.73
0.625	550.53	95.79	31.1
0.723	675.26	86.32	38.01
0.052	301.05	152.63	40.32
0.799	716.84	67.37	10.34
0.931	633.68	20.0	10.34
0.121	134.74	124.21	12.65
0.971	716.84	67.37	1.12
0.24	342.63	124.21	35.71
0.939	716.84	20.0	10.34
0.411	592.11	181.05	17.26
0.382	425.79	133.68	19.57
0.843	384.21	29.47	19.57
0.551	384.21	95.79	10.34
0.809	425.79	38.95	33.4
0.91	467.37	20.0	19.57
0.798	508.95	48.42	12.65
0.66	342.63	57.89	38.01
0.904	259.47	57.89	1.12
0.872	301.05	20.0	8.04
0.922	301.05	38.95	1.12
0.306	384.21	181.05	12.65
0.739	467.37	57.89	19.57
0.811	550.53	48.42	24.18
0.834	758.42	57.89	33.4
0.441	176.32	57.89	21.87
0.797	508.95	48.42	19.57
0.516	508.95	124.21	14.96
0.056	51.58	67.37	17.26
0.484	259.47	76.84	12.65
0.013	51.58	171.58	10.34
0.066	384.21	200.0	33.4
0.867	800.0	86.32	3.43
0.621	134.74	48.42	3.43
0.0	93.16	200.0	28.79
0.77	633.68	67.37	31.1
0.797	508.95	48.42	35.71
0.774	93.16	57.89	1.12
0.585	800.0	152.63	31.1
0.359	301.05	95.79	31.1
0.958	467.37	20.0	1.12
0.812	176.32	20.0	19.57
0.6	716.84	133.68	19.57
0.449	800.0	200.0	33.4
0.459	550.53	190.53	10.34
0.672	633.68	95.79	28.79
0.039	384.21	200.0	40.32
0.568	508.95	143.16	8.04
0.422	384.21	105.26	38.01
0.375	301.05	95.79	24.18
0.093	259.47	133.68	31.1
0.077	384.21	200.0	31.1
0.783	675.26	67.37	38.01
0.806	134.74	143.16	1.12
0.855	425.79	29.47	19.57
0.519	675.26	200.0	10.34
0.716	342.63	48.42	26.48
0.423	51.58	29.47	24.18
0.115	134.74	152.63	10.34
0.26	425.79	143.16	40.32
0.641	425.79	86.32	8.04
0.178	508.95	200.0	33.4
0.066	176.32	181.05	14.96
0.94	425.79	143.16	1.12
0.688	675.26	105.26	10.34
0.754	425.79	57.89	5.73
0.739	93.16	171.58	1.12
0.739	800.0	114.74	8.04
0.267	217.89	86.32	28.79
0.333	217.89	76.84	35.71
0.531	800.0	171.58	35.71
0.003	10.0	29.47	38.01
0.809	425.79	38.95	26.48
0.656	550.53	95.79	10.34
0.685	592.11	86.32	26.48
0.0	51.58	171.58	40.32
0.464	550.53	143.16	19.57
0.783	675.26	67.37	31.1
0.15	342.63	143.16	35.71
0.861	758.42	48.42	31.1
0.004	51.58	76.84	26.48
0.137	93.16	57.89	33.4
0.663	342.63	57.89	14.96
0.758	508.95	57.89	38.01
0.152	342.63	190.53	19.57
0.546	675.26	181.05	10.34
0.681	716.84	105.26	31.1
0.881	716.84	38.95	12.65
0.269	217.89	171.58	8.04
0.696	467.37	67.37	33.4
0.538	93.16	38.95	5.73
0.48	633.68	152.63	24.18
0.021	93.16	114.74	19.57
0.201	51.58	38.95	31.1
0.0	10.0	57.89	28.79
0.35	675.26	200.0	31.1
0.137	134.74	190.53	8.04
0.78	592.11	171.58	3.43
0.502	425.79	105.26	17.26
0.378	176.32	67.37	17.26
0.96	592.11	171.58	1.12
0.588	384.21	76.84	28.79
0.089	10.0	29.47	14.96
0.462	508.95	143.16	14.96
0.08	301.05	171.58	26.48
0.964	633.68	143.16	1.12
0.0	93.16	162.11	24.18
0.735	425.79	57.89	8.04
0.588	425.79	86.32	14.96
0.258	176.32	86.32	17.26
0.711	758.42	124.21	8.04
0.753	758.42	86.32	24.18
0.48	384.21	95.79	40.32
0.476	758.42	181.05	31.1
0.046	51.58	152.63	8.04
0.68	675.26	124.21	8.04
0.717	384.21	105.26	3.43
0.652	259.47	57.89	5.73
0.698	800.0	143.16	8.04
0.847	550.53	38.95	31.1
0.868	800.0	48.42	33.4
0.03	10.0	200.0	3.43
0.398	675.26	181.05	40.32
0.007	176.32	152.63	31.1
0.0	134.74	190.53	40.32
0.549	550.53	114.74	40.32
0.001	51.58	162.11	17.26
0.392	592.11	181.05	19.57
0.605	675.26	124.21	19.57
0.789	342.63	48.42	3.43
0.104	176.32	114.74	21.87
0.0	51.58	124.21	33.4
0.0	10.0	171.58	24.18
0.435	550.53	152.63	19.57
0.421	51.58	29.47	31.1
0.234	342.63	162.11	17.26
0.365	259.47	114.74	10.34
0.276	93.16	95.79	5.73
0.956	550.53	171.58	1.12
0.296	550.53	200.0	21.87
0.366	384.21	171.58	10.34
0.0	51.58	190.53	38.01
0.276	93.16	48.42	31.1
0.748	301.05	38.95	28.79
0.009	134.74	190.53	19.57
0.841	675.26	86.32	3.43
0.625	550.53	95.79	33.4
0.04	217.89	200.0	19.57
0.0	10.0	133.68	40.32
0.329	259.47	114.74	12.65
0.0	10.0	48.42	31.1
0.772	342.63	38.95	21.87
0.647	425.79	76.84	10.34
0.672	633.68	95.79	38.01
0.451	758.42	200.0	21.87
0.38	550.53	181.05	17.26
0.011	217.89	143.16	40.32
0.852	134.74	29.47	1.12
0.289	384.21	143.16	21.87
0.0	10.0	200.0	26.48
0.251	342.63	190.53	12.65
0.295	93.16	48.42	24.18
0.69	800.0	114.74	21.87
0.812	176.32	20.0	31.1
0.893	800.0	38.95	21.87
0.862	800.0	95.79	3.43
0.253	301.05	124.21	21.87
0.392	217.89	143.16	5.73
0.387	342.63	181.05	8.04
0.005	259.47	190.53	38.01
0.276	176.32	105.26	10.34
0.447	716.84	181.05	28.79
0.112	384.21	181.05	31.1
0.066	93.16	105.26	14.96
0.834	633.68	48.42	26.48
0.347	259.47	152.63	8.04
0.324	176.32	67.37	33.4
0.654	716.84	114.74	19.57
0.738	633.68	76.84	24.18
0.0	51.58	181.05	40.32
0.72	508.95	86.32	5.73
0.207	259.47	105.26	33.4
0.525	675.26	152.63	19.57
0.801	633.68	143.16	3.43
0.685	592.11	86.32	33.4
0.911	716.84	29.47	5.73
0.904	675.26	29.47	21.87
0.945	800.0	20.0	38.01
0.423	384.21	181.05	8.04
0.349	301.05	181.05	8.04
0.197	134.74	86.32	14.96
0.748	301.05	38.95	40.32
0.765	716.84	86.32	8.04
0.824	467.37	38.95	12.65
0.504	716.84	200.0	12.65
0.714	800.0	114.74	10.34
0.293	467.37	190.53	17.26
0.737	550.53	67.37	28.79
0.209	176.32	114.74	12.65
0.425	508.95	133.68	38.01
0.686	592.11	86.32	24.18
0.569	675.26	143.16	14.96
0.563	425.79	95.79	12.65
0.47	508.95	124.21	40.32
0.221	301.05	162.11	14.96
0.972	758.42	95.79	1.12
0.005	217.89	190.53	31.1
0.356	51.58	67.37	3.43
0.473	758.42	190.53	21.87
0.318	259.47	171.58	8.04
0.828	592.11	48.42	8.04
0.204	384.21	143.16	38.01
0.003	93.16	181.05	19.57
0.739	384.21	86.32	3.43
0.007	51.58	86.32	21.87
0.844	675.26	48.42	17.26
0.607	758.42	152.63	12.65
0.033	176.32	200.0	17.26
0.0	10.0	181.05	19.57
0.9	384.21	20.0	3.43
0.035	176.32	171.58	19.57
0.001	93.16	181.05	21.87
0.556	758.42	181.05	12.65
0.532	301.05	76.84	12.65
0.526	550.53	190.53	8.04
0.824	467.37	38.95	40.32
0.064	134.74	143.16	14.96
0.898	633.68	29.47	33.4
0.663	800.0	124.21	35.71
0.327	134.74	67.37	12.65
0.139	425.79	171.58	40.32
0.155	217.89	133.68	17.26
0.385	93.16	105.26	3.43
0.028	10.0	29.47	24.18
0.372	51.58	38.95	8.04
0.637	800.0	133.68	35.71
0.037	10.0	171.58	3.43
0.147	93.16	57.89	31.1
0.358	675.26	200.0	28.79
0.52	467.37	105.26	40.32
0.397	301.05	95.79	19.57
0.844	675.26	48.42	24.18
0.718	425.79	57.89	14.96
0.75	93.16	20.0	3.43
0.599	675.26	124.21	38.01
0.338	176.32	105.26	8.04
0.006	51.58	76.84	24.18
0.638	633.68	200.0	5.73
0.055	10.0	29.47	19.57
0.171	134.74	86.32	17.26
0.0	10.0	124.21	24.18
0.623	301.05	57.89	33.4
0.606	716.84	143.16	12.65
0.0	51.58	86.32	35.71
0.627	176.32	38.95	40.32
0.128	51.58	86.32	8.04
0.831	384.21	38.95	3.43
0.4	425.79	171.58	10.34
0.217	467.37	190.53	24.18
0.469	675.26	190.53	14.96
0.333	10.0	133.68	1.12
0.034	301.05	181.05	33.4
0.303	508.95	190.53	19.57
0.0	51.58	190.53	26.48
0.758	217.89	29.47	31.1
0.026	93.16	143.16	14.96
0.01	93.16	190.53	14.96
0.005	217.89	181.05	33.4
0.844	675.26	48.42	12.65
0.042	10.0	29.47	21.87
0.887	550.53	29.47	5.73
0.711	800.0	190.53	5.73
0.66	342.63	57.89	26.48
0.716	342.63	48.42	40.32
0.678	384.21	67.37	8.04
0.004	176.32	152.63	33.4
0.443	176.32	200.0	3.43
0.013	93.16	114.74	21.87
0.511	550.53	124.21	28.79
0.0	51.58	86.32	38.01
0.726	758.42	95.79	38.01
0.623	301.05	57.89	26.48
0.431	176.32	95.79	5.73
0.052	301.05	190.53	26.48
0.61	467.37	95.79	10.34
0.666	134.74	29.47	38.01
0.939	716.84	20.0	40.32
0.401	550.53	171.58	17.26
0.71	716.84	95.79	21.87
0.521	176.32	114.74	3.43
0.561	758.42	152.63	33.4
0.792	800.0	76.84	17.26
0.685	592.11	86.32	28.79
0.627	176.32	38.95	33.4
0.666	467.37	86.32	8.04
0.414	633.68	171.58	26.48
0.363	93.16	57.89	8.04
0.974	800.0	133.68	1.12
0.422	51.58	29.47	26.48
0.894	384.21	20.0	28.79
0.0	93.16	190.53	28.79
0.0	10.0	124.21	26.48
0.646	758.42	143.16	10.34
0.948	467.37	76.84	1.12
0.789	259.47	29.47	8.04
0.214	342.63	171.58	17.26
0.139	259.47	152.63	19.57
0.428	592.11	152.63	38.01
0.321	10.0	152.63	1.12
0.03	301.05	171.58	38.01
0.138	301.05	133.68	33.4
0.469	93.16	48.42	5.73
0.814	675.26	57.89	24.18
0.002	134.74	162.11	26.48
0.486	550.53	133.68	21.87
0.701	384.21	57.89	10.34
0.881	716.84	38.95	38.01
0.267	134.74	105.26	8.04
0.0	51.58	95.79	31.1
0.689	800.0	114.74	28.79
0.623	51.58	20.0	35.71
0.898	633.68	29.47	24.18
0.74	716.84	86.32	14.96
0.244	217.89	105.26	17.26
0.425	301.05	86.32	33.4
0.916	508.95	20.0	40.32
0.692	675.26	95.79	26.48
0.528	134.74	76.84	3.43
0.182	217.89	152.63	12.65
0.915	758.42	29.47	14.96
0.627	176.32	38.95	31.1
0.469	134.74	105.26	3.43
0.693	467.37	76.84	8.04
0.587	550.53	105.26	33.4
0.002	51.58	181.05	14.96
0.723	301.05	48.42	5.73
0.653	467.37	76.84	31.1
0.53	425.79	105.26	12.65
0.285	425.79	143.16	31.1
0.0	10.0	114.74	17.26
0.642	800.0	133.68	19.57
0.115	467.37	200.0	38.01
0.798	592.11	57.89	8.04
0.0	10.0	171.58	17.26
0.005	176.32	200.0	24.18
0.705	633.68	86.32	35.71
0.063	93.16	124.21	12.65
0.591	425.79	105.26	8.04
0.921	342.63	181.05	1.12
0.013	51.58	133.68	12.65
0.504	384.21	95.79	17.26
0.429	467.37	124.21	31.1
0.267	467.37	181.05	21.87
0.721	176.32	29.47	38.01
0.498	301.05	133.68	5.73
0.011	134.74	181.05	19.57
0.031	10.0	86.32	5.73
0.701	425.79	76.84	5.73
0.561	508.95	105.26	21.87
0.91	301.05	171.58	1.12
0.772	342.63	38.95	12.65
0.299	10.0	200.0	1.12
0.904	592.11	29.47	3.43
0.292	176.32	124.21	8.04
0.052	51.58	48.42	35.71
0.461	508.95	133.68	19.57
0.13	134.74	200.0	8.04
0.945	800.0	20.0	10.34
0.329	384.21	152.63	14.96
0.771	425.79	76.84	3.43
0.416	592.11	162.11	24.18
0.275	425.79	162.11	21.87
0.893	259.47	190.53	1.12
0.435	425.79	152.63	10.34
0.0	10.0	86.32	33.4
0.0	93.16	124.21	40.32
0.695	675.26	152.63	5.73
0.18	384.21	171.58	24.18
0.767	716.84	76.84	26.48
0.0	176.32	171.58	35.71
0.974	800.0	86.32	1.12
0.618	301.05	67.37	8.04
0.823	633.68	95.79	3.43
0.665	592.11	95.79	12.65
0.938	675.26	20.0	3.43
0.086	93.16	95.79	14.96
0.812	176.32	20.0	26.48
0.164	342.63	200.0	17.26
0.053	176.32	114.74	28.79
0.391	592.11	162.11	35.71
0.473	758.42	181.05	35.71
0.97	716.84	105.26	1.12
0.919	301.05	48.42	1.12
0.322	342.63	152.63	12.65
0.975	800.0	57.89	1.12
0.739	633.68	76.84	14.96
0.015	217.89	171.58	28.79
0.919	800.0	29.47	17.26
0.322	93.16	152.63	3.43
0.149	176.32	86.32	33.4
0.915	259.47	29.47	1.12
0.309	259.47	105.26	17.26
0.957	508.95	38.95	1.12
0.785	550.53	57.89	8.04
0.661	675.26	105.26	26.48
0.829	716.84	133.68	3.43
0.016	259.47	171.58	35.71
0.617	51.58	190.53	1.12
0.005	217.89	152.63	40.32
0.766	800.0	86.32	31.1
0.337	550.53	190.53	19.57
0.57	758.42	162.11	14.96
0.401	675.26	190.53	24.18
0.555	384.21	86.32	14.96
0.0	10.0	190.53	28.79
0.826	176.32	20.0	3.43
0.893	800.0	38.95	38.01
0.4	633.68	200.0	17.26
0.738	716.84	86.32	26.48
0.533	259.47	95.79	5.73
0.91	467.37	20.0	28.79
0.563	716.84	143.16	31.1
0.238	467.37	162.11	38.01
0.0	10.0	152.63	24.18
0.807	758.42	67.37	19.57
0.726	758.42	95.79	31.1
0.03	134.74	114.74	24.18
0.298	342.63	190.53	10.34
0.16	467.37	181.05	40.32
0.687	301.05	48.42	14.96
0.897	800.0	38.95	5.73
0.703	592.11	86.32	10.34
0.217	134.74	67.37	26.48
0.884	550.53	29.47	17.26
0.5	592.11	162.11	12.65
0.529	384.21	162.11	5.73
0.801	467.37	67.37	3.43
0.666	134.74	29.47	19.57
0.428	342.63	124.21	10.34
0.391	51.58	57.89	3.43
0.544	592.11	124.21	28.79
0.693	259.47	67.37	3.43
0.964	633.68	114.74	1.12
0.737	550.53	67.37	24.18
0.067	134.74	105.26	21.87
0.389	259.47	86.32	19.57
0.113	134.74	95.79	19.57
0.503	259.47	67.37	31.1
0.456	259.47	76.84	17.26
0.021	259.47	190.53	28.79
0.209	467.37	171.58	35.71
0.844	675.26	48.42	35.71
0.046	93.16	105.26	17.26
0.364	592.11	171.58	31.1
0.762	508.95	57.89	10.34
0.32	508.95	162.11	28.79
0.703	758.42	181.05	5.73
0.334	467.37	171.58	17.26
0.974	800.0	152.63	1.12
0.814	675.26	57.89	17.26
0.467	592.11	152.63	19.57
0.797	508.95	48.42	21.87
0.743	716.84	86.32	12.65
0.906	259.47	48.42	1.12
0.317	134.74	57.89	26.48
0.007	259.47	181.05	38.01
0.701	592.11	95.79	8.04
0.724	93.16	20.0	35.71
0.27	425.79	143.16	35.71
0.503	675.26	152.63	40.32
0.722	508.95	67.37	12.65
0.959	508.95	29.47	1.12
0.31	176.32	162.11	5.73
0.692	384.21	57.89	21.87
0.697	758.42	133.68	8.04
0.814	675.26	57.89	12.65
0.0	10.0	57.89	24.18
0.0	10.0	133.68	26.48
0.43	176.32	57.89	35.71
0.623	425.79	76.84	21.87
0.327	51.58	76.84	3.43
0.176	342.63	133.68	40.32
0.915	758.42	29.47	12.65
0.276	508.95	171.58	31.1
0.58	592.11	114.74	38.01
0.946	467.37	200.0	1.12
0.861	758.42	48.42	24.18
0.866	467.37	29.47	33.4
0.514	508.95	114.74	35.71
0.886	716.84	38.95	5.73
0.553	134.74	38.95	21.87
0.0	134.74	200.0	33.4
0.97	716.84	114.74	1.12
0.432	550.53	143.16	31.1
0.72	592.11	76.84	31.1
0.532	758.42	162.11	40.32
0.488	800.0	190.53	24.18
0.59	134.74	38.95	8.04
0.372	384.21	114.74	31.1
0.002	176.32	190.53	28.79
0.701	550.53	76.84	21.87
0.021	51.58	76.84	19.57
0.533	716.84	152.63	38.01
0.738	716.84	86.32	31.1
0.922	550.53	20.0	10.34
0.0	93.16	162.11	40.32
0.759	758.42	95.79	8.04
0.626	550.53	95.79	21.87
0.259	93.16	57.89	14.96
0.0	10.0	133.68	21.87
0.33	675.26	200.0	40.32
0.826	800.0	67.37	8.04
0.488	10.0	38.95	1.12
0.503	758.42	171.58	33.4
0.424	342.63	114.74	12.65
0.149	467.37	190.53	35.71
0.68	342.63	67.37	5.73
0.726	758.42	95.79	26.48
0.027	51.58	200.0	8.04
0.31	425.79	133.68	40.32
0.47	508.95	124.21	38.01
0.916	508.95	20.0	19.57
0.0	10.0	181.05	38.01
0.332	592.11	190.53	24.18
0.0	10.0	133.68	10.34
0.39	384.21	124.21	17.26
0.03	176.32	143.16	24.18
0.586	592.11	124.21	12.65
0.483	384.21	95.79	26.48
0.009	176.32	181.05	24.18
0.042	259.47	152.63	33.4
0.939	716.84	20.0	26.48
0.171	176.32	86.32	28.79
0.108	51.58	95.79	8.04
0.107	301.05	181.05	21.87
0.071	93.16	143.16	10.34
0.7	550.53	76.84	24.18
0.54	384.21	152.63	5.73
0.052	259.47	152.63	31.1
0.0	10.0	200.0	21.87
0.951	508.95	200.0	1.12
0.369	675.26	190.53	35.71
